Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.9,2175.0,0
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,55.56,3529.87,0
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.46,2383.55,0
Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.18,1881.12,0
Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,30.16,2033.01,0
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.83,1768.66,0
Female,1,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.18,1373.56,1
Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.85,2413.92,0
Female,1,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer,91.42,3377.41,0
Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,63.22,503.52,0
Male,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,70.08,646.1,1
Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.14,704.35,0
Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,32.21,1541.5,0
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.6,18.0,0
Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer,91.24,6155.63,0
Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,80.42,5778.86,0
Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.7,224.74,1
Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.43,797.59,0
Female,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.57,3680.48,0
Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.57,408.54,0
Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,56.05,799.32,0
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer,79.12,1074.13,0
Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,23.1,1210.38,0
Male,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,60.93,607.57,0
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,81.26,1105.4,0
Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,18.0,512.49,0
Female,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.75,855.66,0
Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.11,4705.3,0
Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,106.05,1846.75,0
Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.24,1560.58,0
Male,0,Yes,No,40,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,54.93,2158.38,0
Female,0,Yes,No,31,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,51.31,1559.69,0
Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.92,3312.55,0
Female,0,No,Yes,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,46.79,817.19,0
Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.18,3418.24,0
Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.14,4606.69,0
Female,0,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.13,1931.92,0
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,88.66,4516.44,0
Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,40.97,127.23,0
Female,1,Yes,No,65,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,45.48,2914.28,0
Female,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,50.71,2613.08,0
Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,102.13,4584.55,0
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.42,1103.84,0
Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.4,1003.72,0
Female,1,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,77.78,3787.17,0
Female,0,Yes,No,45,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,65.92,2978.79,0
Male,0,No,Yes,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.9,499.43,0
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.42,44.19,0
Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,59.66,2031.63,0
Male,0,Yes,No,52,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,60.59,3160.97,0
Male,0,No,Yes,28,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,46.33,1207.05,0
Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.03,3418.13,0
Female,1,No,No,70,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,73.81,5104.86,0
Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,4751.05,0
Female,1,No,No,46,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.93,2304.82,1
Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,103.18,5472.98,0
Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,58.52,354.07,1
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,91.11,640.49,0
Female,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.39,2179.02,0
Female,0,Yes,No,58,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,65.75,3794.73,0
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,75.59,979.8,0
Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,66.74,2833.24,0
Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card,83.39,1804.08,0
Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.77,486.65,1
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,83.98,2399.94,0
Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.35,3031.84,0
Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.58,3978.95,0
Male,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card,83.75,5293.33,0
Male,0,No,Yes,68,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,49.72,3423.99,0
Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.88,490.88,0
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,97.96,6645.27,0
Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,92.09,3561.68,0
Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer,86.1,1038.88,0
Female,1,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,93.58,4452.67,0
Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,18.0,18.0,0
Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.48,2942.17,0
Female,0,No,No,60,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,74.04,4430.21,0
Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,63.29,4524.72,0
Female,0,No,Yes,21,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,95.35,1988.36,0
Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,88.96,1087.55,1
Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.07,1055.37,0
Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.22,308.36,0
Female,0,No,No,71,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,59.53,4258.17,0
Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.75,887.56,0
Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,85.96,1121.87,0
Female,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,87.31,1657.72,0
Male,1,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,87.79,2233.86,0
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.81,4287.38,0
Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,28.35,1832.79,0
Male,0,Yes,No,54,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,44.37,2621.03,1
Male,0,No,No,47,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,90.86,4124.55,0
Female,0,Yes,No,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,50.95,1004.5,1
Female,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,66.7,4342.68,0
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,82.45,5920.29,0
Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.06,3948.16,0
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.01,1709.26,0
Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.08,2002.48,0
Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,2374.9,1
Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,37.87,2164.07,1
Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,95.54,3014.22,0
Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,71.5,3934.77,1
Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.78,1635.68,0
Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer,80.79,5485.82,0
Male,0,No,No,21,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.13,1780.21,1
Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,91.48,3495.72,0
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,94.19,2739.81,0
Male,1,No,No,37,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,75.26,2839.44,0
Male,1,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.35,4031.44,0
Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,86.44,2087.61,0
Female,0,Yes,No,17,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,49.71,957.6,0
Female,0,No,No,20,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,77.12,1584.63,0
Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.42,6162.18,0
Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,59.07,4292.71,0
Male,0,No,No,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,81.5,733.2,0
Male,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.38,3367.71,0
Male,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,74.08,353.26,0
Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.98,1506.51,0
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,102.03,1114.2,0
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer,95.75,6617.13,0
Female,0,No,No,55,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,57.5,3205.13,0
Female,0,Yes,No,26,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,55.1,1491.03,0
Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.56,4013.87,0
Male,0,Yes,No,62,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.02,3719.47,0
Male,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,50.66,721.42,0
Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,88.01,4038.0,1
Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer,51.55,1064.58,0
Female,1,Yes,Yes,52,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,68.98,3528.88,0
Female,0,No,No,41,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,65.06,2785.01,0
Female,0,No,No,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,66.89,3608.02,0
Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,28.31,1273.93,0
Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,94.94,4471.3,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.21,602.35,1
Male,1,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,82.35,5075.51,0
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,79.84,1067.41,0
Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.52,2072.34,0
Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.8,1482.64,0
Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.09,4638.87,0
Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,70.95,3290.21,0
Female,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.0,282.37,0
Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card,89.42,1859.58,0
Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,26.77,376.07,0
Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.51,3944.05,1
Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,81.22,4285.49,0
Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,77.21,4042.31,0
Male,0,Yes,No,55,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,73.21,4075.16,0
Male,0,Yes,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,59.03,2866.3,0
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,84.14,5388.72,0
Female,0,No,Yes,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,44.32,2876.01,0
Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.47,1784.16,0
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.81,2158.96,0
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,32.02,212.03,0
Male,0,No,Yes,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.55,1063.37,0
Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.66,3325.98,1
Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,85.65,4252.92,0
Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.11,4681.68,0
Female,0,Yes,No,43,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.55,2196.88,0
Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,67.68,4776.38,0
Female,0,No,No,40,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,78.36,3229.06,0
Male,1,No,No,62,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.57,3536.67,0
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,85.19,5000.0,0
Male,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,72.32,2582.73,0
Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,81.84,5216.44,0
Female,0,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1145.34,0
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,52.14,1243.0,0
Female,0,No,Yes,16,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.5,874.09,0
Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,33.63,331.85,0
Female,0,Yes,No,67,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,60.01,3977.62,0
